122	1971	12	7.08
212	1094	8	12.21
273	3774	3	9.36
12765	116	4	8.98
127	305	72	27.37
2663	123	11	12.27
26169	103	3	7.74
214	3932	4	12.11
1292	101	68	7.72
125	3208	8	8.05
137	14285	3	10.71
1383	153	11	11.09
3521	110	16	19.06
427	571	22	85.62
8796	109	8	16.16
166	9188	3	9.7
1408	561	3	8.26
131	20896	3	13.8
122	5440	7	11.89
6008	125	6	10.89
4129	115	9	7.6
548	662	4	7.08
1264	105	47	14.66
104	3585	33	69.93
14	2398	55	7.84
2257	1307	3	16.95
131	1882	20	39.84
132	1743	13	14.49
14	310	635	19.21
2254	6506	3	28.73
2553	315	3	7.72
2073	114	16	7.76
881	13103	3	28.46
3541	226	4	12.02
479	1147	8	30.69
577	1506	3	8.79
6605	103	12	17.9
102	7542	9	7.65
105	8170	8	8.31
248	4439	7	36.36
1083	2930	3	17.57
19163	24543	3	63.99
858	452	4	7.25
101	4856	22	23.09
259	28203	3	28.39
12	6961	12	11.42
5595	16578	3	44.85
349	916	5	8.7
2904	362	4	15.22
7696	153	3	6.87
5172	4194	5	59.18
101	2377	37	10.34
12	2493	28	6.9
1776	386	3	7.06
8677	596	3	21.79
312	2869	3	8.43
135	1049	15	8.53
158	706	14	7.27
1143	434	11	45.41
12	277	374	65.26
6889	136	4	8.13
3667	216	4	11.44
102	1130	56	9.82
105	1756	31	9.13
104	1871	34	10.13
23521	12584	3	58.93
6681	152	4	10.46
3485	12	21	9.14
138	9231	3	6.76
996	138	16	9.82
1333	22621	3	40.9
1656	11945	4	47.69
4066	9	5	7.11
9432	125	4	8.41
182	4923	3	7.08
152	4252	6	14.28
550	631	7	17.96
128	395	172	438.67
123	1506	18	15.07
212	232	33	23.41
2700	493	4	18.1
1710	16	10	7.02
650	116	42	7.85
12	17841	5	10.89
4740	244	3	9.97
333	1263	8	24.71
1356	150	14	17.55
783	383	9	23.65
102	23989	3	7.51
457	655	5	8.5
9338	12	10	15.89
967	565	5	14.7
318	12100	3	19.75
1951	101	44	7.52
15027	120	3	7.07
5465	115	7	6.73
29211	2922	3	46.44
1228	170	8	7.04
101	16975	5	7.82
103	20389	4	10.33
752	108	58	13.08
247	292	16	8.87
843	764	3	7.03
1326	237	5	7.65
580	6804	5	38.91
514	808	9	31.06
3547	9	9	19.99
577	122	54	38.71
18857	105	4	11.45
186	4375	3	7.01
104	7143	9	6.65
382	462	18	51.53
1947	105	29	10.44
13583	106	5	9.75
119	10252	4	7.55
280	235	15	6.91
14	3302	39	9.62
102	2930	37	58.79
1743	111	20	7.18
14659	102	5	7.78
2769	109	15	7.74
724	113	42	6.85
8684	174	4	16.62
104	579	129	40.54
105	213	360	15.3
23281	12687	3	58.93
102	2220	35	20.9
101	3523	25	8.24
2257	651	3	12.28
8682	146	3	7.08
9130	1288	3	27.76
157	1471	13	20
663	614	6	15.8
6438	121	7	13.85
122	17563	3	9.21
16	1319	13	8.85
101	1289	74	15.25
105	855	70	19.05
