101	20496	5	26.29
7653	12	6	10.79
215	5802	3	25.94
103	3954	3	4.41
155	352	4	9.94
374	8329	4	45.77
101	4267	17	66.51
2	25831	5	48.11
118	22851	4	39.46
11477	119	6	51.6
1437	12	46	118.75
2464	102	9	22.43
7677	106	4	15.96
7343	12	4	4.04
315	151	3	5.05
127	435	7	19.25
21135	12	3	7.98
12	393	273	1090.53
7651	2559	15	280.83
1259	110	7	18.65
106	13163	4	20.93
4206	143	3	18.71
276	579	4	21.41
1990	197	5	36.01
111	10996	6	42.16
101	17356	6	30.18
178	126	12	19.06
28244	102	3	17.58
390	1190	3	20.69
103	6533	3	7
102	6409	7	27.55
3633	45809	3	62.64
39752	105	3	25.72
104	2192	5	6.89
59	3397	3	15.35
603	645	23	248.7
22670	101	5	29.19
255	287	3	9.39
181	35913	3	38.79
27022	488	3	44.04
515	6452	9	120.81
101	1415	40	134.93
29463	101	3	14.12
102	4701	5	12.76
148	4057	3	19.24
181	3449	23	267.19
3012	2	21	131.44
5095	14	8	11.56
1202	5956	4	52.04
1575	13	5	14.62
770	754	4	31.87
2393	5545	8	127.2
109	115	50	10.07
112	4461	3	11.24
13372	133	3	25.36
145	584	3	7.88
238	2755	3	22.31
2574	7235	3	43.13
302	341	3	11.73
2310	294	3	22.84
3019	101	5	4.5
976	105	9	11.8
6148	31480	3	61.58
593	115	8	23.3
10140	9	3	20.16
5350	539	6	72.3
102	12977	11	82.04
142	2595	5	31.5
2549	167	4	26.7
12840	9286	11	252.95
109	6541	6	32.07
412	290	7	41.45
889	5225	3	34.56
534	7151	5	62
137	1297	5	22.95
16140	14	3	5.99
34351	12	3	12.68
7799	601	3	35.06
20209	12	4	13.54
1664	121	5	21.82
7688	103	5	18.5
16064	30536	4	98.24
133	21111	3	28.68
113	6107	3	15.19
26141	12	3	10.57
747	1594	9	99.65
115	437	4	4.97
117	668	4	7.64
1351	2775	5	60.65
16385	1751	3	46.85
298	149	12	48.1
463	12	31	6.68
8330	1772	8	130.26
41920	14	3	16.68
438	197	34	276.66
1521	3907	4	50.2
10503	119	4	29.78
116	4262	5	29.09
562	1231	3	23.13
106	2411	4	7.23
2302	107	6	15.53
4248	101	19	79.77
6302	105	13	75.79
136	273	7	15.79
3091	4330	3	40.75
607	13	4	3.98
6007	116	6	41.7
10832	12	4	7.19
3505	14	8	6.83
444	105	12	7.84
1464	103	6	6.28
4166	101	6	10.07
13828	12	4	9.16
178	702	3	11.48
4909	14	12	26.14
8	385	17	61.55
2433	905	5	55.43
104	4216	4	8.24
2113	12	12	9.84
3131	102	5	9.32
9020	468	3	34.34
1686	149	10	71.7
5271	206	3	24.72
23856	102	5	35.03
6162	43875	3	66.08
1689	551	3	25.02
4817	152	5	39.55
11697	12	8	28.76
1720	3366	6	80.51
4986	14	7	8.14
308	131	5	8.74
1196	3094	4	46.44
337	160	4	10.23
14498	14	3	5.36
2154	14	31	77.21
123	479	4	7.14
103	21311	3	15.18
4483	14	9	13
101	37761	3	20.72
454	663	4	26.76
1109	12	21	14.33
156	804	4	16.23
2771	2942	3	37.9
9651	2396	4	62.43
102	8136	3	7.94
19479	191	4	48.86
448	1129	7	61.69
355	1931	3	22.93
5597	392	4	42.71
12966	14114	4	80.91
102	7250	5	17.42
104	5925	9	40.21
4372	14	15	36.24
101	842	31	56.47
8	19489	3	25.79
731	114	6	15.04
9949	101	3	6.11
1608	12	15	11.16
582	2062	4	37.69
410	14438	4	51.99
3428	616	6	68.4
101	23986	4	20.12
241	2276	4	30.68
15364	14	4	9.54
2038	1780	3	32.95
4434	101	15	55.06
107	194	77	183.7
106	2173	4	6.46
3504	1846	3	36.47
22407	12	3	9.1
1827	160	3	15.6
201	2156	3	19.19
742	123	3	6.05
152	29502	3	34
20062	12	6	28.49
7157	37735	3	67.15
44667	105	3	25.72
11166	105	3	11.48
21727	242	4	51.75
203	2253	3	19.49
173	561	3	9.96
5446	14	10	19.96
3630	14	7	4.88
106	21783	4	26.53
26850	102	3	17.58
5612	1224	3	36.85
16342	14	4	10.51
1664	390	3	22.8
3640	195	6	52.9
163	4522	3	21.05
35563	1071	3	50.77
122	11045	3	21.98
4769	20113	5	99.25
111	413	6	4.3
1459	118	26	186.9
10476	12	4	6.67
265	115	6	6.17
1669	1702	3	31.61
207	461	6	29.4
116	1989	5	21.51
3116	104	4	6.26
1073	12	15	3.97
44577	105	3	25.72
6057	524	3	32.41
5992	14	8	14.09
7020	105	13	80.26
141	3983	8	65.39
1257	118	3	7.6
102	14894	5	26.72
226	4455	5	46.6
11583	16149	9	218.21
6480	416	4	44.5
3461	13783	4	68.82
5972	102	9	38.99
9626	14	5	9.33
5915	111	10	66.59
34707	12	4	22.74
231	1417	28	300.46
324	133	11	36.65
15930	3468	9	188.78
290	543	4	21.29
11437	101	12	71.53
8369	103	3	8.57
502	8	52	333.58
162	213	6	13.64
134	539	4	9.95
107	915	34	143.18
111	2029	8	30.85
106	3022	7	22.7
856	5096	3	34.16
1341	1041	4	38.54
2883	6522	3	43.05
530	9	4	6.7
975	143	4	15.89
11465	104	9	55.9
9416	12	4	5.75
110	18776	5	40.42
2479	6128	24	478.83
5221	3141	8	130.4
104	16298	4	20.68
8771	531	6	79.72
12161	122	3	22.48
102	16265	5	28.18
494	85	4	4.9
3983	106	15	81.84
401	289	4	18.94
137	130	11	6.87
106	544	26	66.08
257	984	3	16.61
767	805	3	22.46
2879	103	4	5.73
9360	106	3	11.49
10000	951	4	54.9
108	4510	4	13.4
110	220	10	4.23
106	3911	7	25.98
12	28972	4	17.86
111	3119	3	8.25
3385	12	8	7.03
413	1	4	10.34
1555	228	3	18.51
328	14	71	44.23
8767	469	3	34.34
114	3116	3	11.49
10177	218	3	30.21
101	12096	4	12.16
12	12228	7	22.58
405	2	14	20.96
16137	12	3	6.32
101	11737	3	7.32
562	2422	3	27.24
104	9292	3	9.28
236	790	5	29.95
1321	109	7	17.49
301	111	16	25.79
170	274	21	117.29
989	10366	9	144.55
349	14	40	4.44
29916	13850	3	67.29
2386	103	4	4.61
112	5065	3	11.94
704	116	9	31.42
1378	111	3	4.12
362	109	38	122.81
337	193	4	13.07
119	320	9	18.71
8	722	5	12.63
5962	126	3	18.25
156	1127	73	806.12
223	3708	8	79.36
18251	27817	5	125.44
280	101	29	5.26
1650	59	6	30.58
101	1148	11	7.19
102	228	39	33.64
24169	12	3	9.1
102	6957	5	16.96
104	4185	24	145.83
657	20619	3	42.92
213	392	11	64.89
3591	265	3	24.8
8861	12	5	8.72
459	178	3	9.19
209	2563	3	20.6
7784	102	3	7.66
12	18145	5	18.2
12577	2003	3	45.67
124	1239	3	8.93
23662	105	4	26.71
5105	41550	3	64.77
101	2917	5	4.24
251	367	5	22.74
668	7563	4	49.64
8342	12	4	4.99
356	1772	29	359.02
2587	153	3	17.01
1601	2022	3	32.31
4635	4006	3	42.74
101	4751	12	40.15
105	3758	7	22.81
222	243	5	16.84
14560	12	3	5.68
392	248	9	52.92
8382	106	4	16.8
118	3357	3	13.12
18757	14	4	11.66
106	3342	6	18.81
798	596	5	40.08
196	569	5	23.85
110	805	4	4.11
639	329	11	87.56
15950	12	3	6.32
107	6067	3	9.16
2068	367	14	155.36
3058	3149	3	38.81
884	116	4	9.52
651	334	112	1504.17
85	552	4	5.58
114	183	12	12.09
13	922	38	226.49
840	8	4	9.48
116	7307	4	26.03
