47618	1
7107	2
44351	3
17689	4
28960	5
2360	6
23883	7
4108	8
20421	9
44768	10
18360	11
4593	12
20002	13
19990	14
6862	15
10129	16
12856	17
43701	18
39065	19
36752	20
36405	21
27971	22
26272	23
31459	24
7062	25
16142	26
48080	27
41267	28
1633	29
9964	30
53440	31
31411	32
11022	33
22303	34
54254	35
49624	36
17466	37
11471	38
23205	39
28398	40
39356	41
46139	42
11928	43
19252	44
21232	45
20174	46
23728	47
31232	48
33325	49
55192	50
37595	51
36004	52
10729	53
8849	54
10729	55
45655	56
4126	57
44525	58
13354	59
11895	60
35672	61
20546	62
8106	63
49623	64
16253	65
38852	66
3698	67
42646	68
27698	69
36950	70
3431	71
2690	72
7705	73
28183	74
7022	75
18	76
39100	77
33879	78
3579	79
3579	80
44536	81
12246	82
5378	83
7344	84
188	85
5880	86
19175	87
45661	88
5270	89
8111	90
44667	91
4667	92
41045	93
34751	94
11586	95
6666	96
5113	97
32715	98
32634	99
3588	100
5357	101
4798	102
53688	103
38641	104
38718	105
32230	106
21898	107
13813	108
3993	109
45823	110
30597	111
22780	112
21038	113
22562	114
36032	115
38327	116
7506	117
17575	118
420	119
1502	120
1607	121
16239	122
147	123
12314	124
20100	125
51472	126
31545	127
31635	128
6409	129
51961	130
35618	131
15516	132
15	133
455	134
35686	135
455	136
16834	137
6100	138
44167	139
32665	140
16236	141
14129	142
34442	143
2794	144
19941	145
22336	146
35677	147
2866	148
48916	149
22747	150
36753	151
7610	152
16365	153
1495	154
55774	155
36727	156
7891	157
4118	158
6921	159
54908	160
45077	161
21694	162
42215	163
16932	164
12348	165
53826	166
23786	167
21694	168
42672	169
19256	170
42739	171
16363	172
7100	173
234	174
15268	175
17667	176
41214	177
11145	178
8064	179
18245	180
30000	181
1482	182
3495	183
5728	184
38592	185
34811	186
13162	187
512	188
20284	189
14691	190
3548	191
51126	192
45388	193
14410	194
37409	195
15451	196
146	197
34053	198
18113	199
54228	200
6720	201
20959	202
33160	203
2142	204
21602	205
22598	206
16506	207
519	208
21660	209
10016	210
23640	211
9583	212
4825	213
51566	214
44980	215
5000	216
26878	217
19674	218
8481	219
9525	220
13483	221
7210	222
10101	223
41126	224
9771	225
3823	226
6133	227
24511	228
49052	229
54622	230
47056	231
9294	232
22373	233
8003	234
2632	235
48387	236
14189	237
6005	238
31406	239
3113	240
5022	241
5414	242
50419	243
39482	244
18029	245
32616	246
1209	247
7547	248
121	249
31091	250
23435	251
631	252
13826	253
38724	254
47609	255
13900	256
30438	257
23247	258
44816	259
8396	260
19676	261
43271	262
24466	263
10728	264
1268	265
4863	266
19725	267
5997	268
11051	269
4749	270
9625	271
54878	272
2735	273
39623	274
32226	275
5700	276
31996	277
21932	278
32753	279
43652	280
48095	281
4395	282
8598	283
11504	284
53303	285
6727	286
10376	287
51903	288
13688	289
7144	290
8181	291
17255	292
5811	293
10982	294
13685	295
13868	296
20017	297
27574	298
37493	299
406	300
2409	301
11654	302
406	303
47544	304
662	305
2177	306
2795	307
4949	308
472	309
11781	310
3341	311
55417	312
2532	313
48389	314
810	315
5077	316
8508	317
21659	318
18349	319
32652	320
6157	321
26482	322
32076	323
1525	324
8379	325
3655	326
14126	327
28250	328
49386	329
21508	330
50060	331
51019	332
7381	333
23774	334
46137	335
1516	336
8742	337
8726	338
8689	339
347	340
23030	341
25870	342
11297	343
6056	344
17308	345
6056	346
43661	347
17715	348
12629	349
38478	350
10149	351
20153	352
31478	353
22860	354
14547	355
17788	356
179	357
11788	358
277	359
17110	360
39008	361
30894	362
52273	363
23789	364
31813	365
4973	366
4826	367
12878	368
49128	369
23523	370
6157	371
19442	372
10890	373
13264	374
18906	375
8726	376
32341	377
452	378
8136	379
339	380
11334	381
46775	382
5381	383
19615	384
35952	385
40279	386
13171	387
14613	388
31627	389
13894	390
43373	391
31540	392
38516	393
33637	394
4965	395
18632	396
28924	397
52653	398
3956	399
12	400
28507	401
7258	402
26191	403
699	404
2479	405
9517	406
31161	407
15939	408
7132	409
23751	410
25880	411
39144	412
9404	413
12549	414
38900	415
20146	416
8560	417
21472	418
55103	419
48386	420
11277	421
7827	422
38755	423
4852	424
817	425
15874	426
2981	427
