155	267	31	124.75
10396	6306	3	54.85
334	2104	4	30.7
752	4221	5	59.3
105	23220	3	20.4
488	2734	3	25.95
4480	308	7	73.5
5867	5591	4	67.94
13168	108	4	22.24
3319	101	6	8.07
2295	12	16	18.1
822	240	3	12.14
134	635	7	15.86
1721	143	10	57.56
103	5569	3	4.71
482	231	3	8.31
4574	12	6	5.27
101	6627	5	13.18
115	12053	3	16.8
7005	121	3	14.25
120	10938	4	26.4
104	5356	11	48.22
1437	14	24	30.18
118	8454	8	58.2
1239	106	8	8.4
134	434	10	20.77
364	186	3	4.19
1449	105	8	10.39
6517	15655	5	106.53
213	1150	5	26.97
122	1138	13	46.48
654	116	11	16.99
14755	363	3	38.42
105	24617	3	20.4
9346	101	3	7.28
8323	12	4	5.79
182	781	3	8.77
277	1114	3	15.26
117	29957	3	29.32
103	6532	7	25.43
7707	1081	3	39.56
11385	14	4	10.97
105	2564	4	4.69
7859	105	4	15.02
4784	12	9	14.98
1846	523	8	79.95
728	113	9	8.27
105	213	34	4.07
792	149	4	10.38
1271	284	7	50.34
137	4061	3	14.5
165	545	4	8.95
103	127	291	91.87
249	3186	3	21.38
516	133	5	6.17
101	8116	6	21.76
16	162	22	48.78
158	592	13	58.79
4427	120	8	43.67
16	2526	4	23.95
122	2220	5	15.77
7135	103	3	6.59
123	6808	3	15.61
125	6560	4	23.36
125	4332	5	26.05
7077	321	3	29.87
119	26886	3	30.46
2594	120	6	21.28
519	776	3	18.03
108	12331	4	22.24
556	116	24	60.94
198	4143	3	20.77
257	1873	3	18.13
108	3395	6	16.2
6809	14	4	5.14
1246	251	3	15.2
4765	104	3	4.5
139	836	7	22.46
108	1423	9	15.52
537	129	15	45.48
111	4693	6	22.24
8276	101	3	6.5
948	14	55	105.66
617	1058	3	21.37
118	1650	40	258.21
105	14990	6	44.03
975	105	13	17.84
11017	129	4	31.15
1672	4239	3	37.7
2991	110	12	47.43
114	4421	6	24.3
117	595	22	55.46
150	489	4	6.67
749	14	36	27.45
120	4063	3	9.69
9792	12	5	11.51
107	6042	4	12.69
411	288	3	9.06
346	602	5	26.95
5108	101	8	22.97
5652	1580	3	39.71
108	4058	11	48.52
1754	103	15	30.69
225	682	5	22.38
1150	122	11	36.04
113	590	9	5.19
112	205	42	21.8
2068	2071	4	47.88
8	4660	25	294.89
6643	14	4	5.14
345	174	23	107.49
5309	112	4	13.4
767	258	4	18.57
108	2506	4	5.5
2779	280	3	21.53
170	3163	3	16.85
2	1231	6	23.05
108	269	276	1188.82
1116	267	7	46.74
1387	2107	4	44.58
1456	113	14	41.54
432	3511	7	75.32
595	4259	3	30.62
114	3238	3	6.06
121	668	8	12.17
201	316	10	34.02
150	1131	3	8.58
102	14391	3	11.64
103	13995	4	18.95
2513	104	7	11.1
463	14	56	32.44
5606	112	3	8.79
115	7562	4	19.69
1379	28828	3	57.48
113	3597	7	24.82
122	14386	3	20.89
1245	2095	3	30.8
139	1136	3	6.81
107	433	220	1166.6
111	1981	5	7.52
113	1222	42	203.71
107	4886	15	84
10831	14	4	10.12
106	6867	4	13.71
4379	7823	10	197.55
111	7559	3	10.58
11484	14	4	10.97
12479	108	9	77.56
14111	119	3	19.94
308	167	9	21.72
661	113	44	153.81
18181	120	3	22.27
16	454	3	5.37
4908	12	7	8.89
122	253	21	22.75
101	6121	9	32.65
14997	1764	3	49.53
130	4249	7	44.2
104	1038	18	28.14
102	251	533	2342.82
45	707	8	32.96
134	3196	3	12.1
103	2355	5	3.88
