1232	439	4	30.41
123	305	29	118.24
103	17257	5	27.51
106	12451	3	14.51
340	180	3	6.7
424	1301	3	21.16
137	10557	5	44.21
250	103	48	52.67
766	2001	48	742.19
104	1232	7	5.66
5595	101	4	8.41
1375	149	9	53.88
101	4976	3	4.2
107	28023	3	23.18
2462	102	10	22.88
1411	146	3	11.19
4667	2106	3	38.46
8829	12	9	24.98
105	3983	9	41.01
5300	104	5	13.28
254	1440	3	18.16
119	12795	4	30.08
116	14281	3	20.48
130	435	4	6.12
186	1155	3	13.62
3488	101	4	5.03
1513	3942	3	35.18
13886	25676	3	65.4
125	274	13	31.56
24230	12	3	8.73
5320	101	3	4.63
111	8768	3	14.49
1991	198	6	43.14
657	8184	3	35.09
4003	104	5	10.59
585	123	4	6.85
104	37771	3	24.21
519	161	3	7.57
179	129	9	7.95
29567	101	3	16.7
180	3016	3	18.88
7879	14	5	7.2
103	4422	20	105.6
931	103	10	8.23
102	6408	4	9.53
449	259	134	1602.49
8184	111	3	13.86
2	12981	3	19.47
6055	9188	6	109.24
127	961	3	6.68
158	810	3	9.67
104	736	15	17.55
2587	116	5	20.28
479	167	12	61.77
105	6565	5	22.12
104	6441	5	15.27
8156	14	5	7.2
624	426	11	90.97
25669	14	5	28.3
103	17947	7	49.63
9771	104	12	76.44
104	20177	7	56.5
120	2220	18	125.07
181	5164	3	22.29
237	26023	5	75.8
40816	14	3	16.98
135	211	12	26.77
9562	316	4	45.23
109	1286	12	41.55
9298	12	4	4.94
950	14	18	4.3
22715	12	3	8.73
4040	12	14	27.2
104	8681	3	8.21
102	8913	5	17.73
1618	3667	5	64.03
5100	107	3	10.01
6151	102	5	13.72
1453	688	3	24.6
532	1746	11	118.42
534	1467	3	23.16
717	357	224	3643.59
679	439	4	25.77
842	146	3	8.28
750	14	39	35.12
3809	102	13	48.13
349	2339	3	23.41
166	5120	3	21.12
14607	104	4	18.12
103	30314	4	31.78
2176	124	4	16.55
1697	322	3	20.87
108	1687	5	11.07
109	2074	7	23.52
113	591	5	6.02
107	4620	14	89.76
5614	102	10	39.99
110	3231	19	124.22
106	1028	19	63.59
102	10068	3	8.52
32068	14	3	12.61
117	1025	5	12.2
2259	12490	3	45.62
175	444	3	7.73
18170	101	3	12.97
270	852	5	30.78
268	572	5	27.08
12	14823	3	4.8
1669	951	3	27.24
12078	39345	3	70.97
5214	2100	3	39.18
464	14	81	108.23
374	900	4	26.4
117	6862	3	15.44
594	3231	3	28.48
436	970	4	28.27
293	149	5	9.74
2268	578	5	49.12
1611	10924	3	42.54
113	1224	3	4.5
106	302	13	8.89
167	6147	4	32.25
10444	596	5	66.41
166	5767	3	21.9
112	5809	3	12.04
1094	103	9	8.12
17944	12	3	6.72
25820	1896	3	51.85
7369	8	10	85.95
110	12787	4	25.04
8745	1139	3	39
8	1044	8	30.75
114	8830	7	51.23
105	4601	6	24.07
2676	112	6	22.95
253	209	3	6.17
105	421	19	34.05
126	2482	4	18.01
