395	7132	8	104.79
186	219	10	23.89
155	1884	6	33.97
308	528	3	12.78
15242	109	3	16.55
1296	12	13	14.84
103	3954	4	5.58
824	243	19	155.68
12	675	14	4.49
2080	114	3	5.2
1059	116	7	14.13
4575	14	5	4.24
6616	103	3	5.88
5084	1866	5	73.01
417	845	8	64.14
2082	204	10	81.37
451	3693	4	40.25
29335	58	3	30.31
101	6972	7	25.87
143	8485	3	22.52
10907	142	6	59.71
103	3242	6	10.27
761	391	15	132.94
101	2500	15	42.11
5303	104	3	6.63
102	3622	5	7.82
16213	101	3	12.18
13136	103	3	11.57
15186	14	3	8.04
1659	118	5	12.52
101	281	34	7.2
2470	14	11	10.9
15141	112	3	17.64
2020	140	8	46.57
128	278	14	25.33
122	1511	6	21.38
151	665	15	77.63
150	303	5	6.94
149	433	4	6.92
1260	111	9	17.43
1709	3348	3	36.66
106	9884	3	11.89
122	4430	3	13.61
9062	167	3	25.18
1993	7168	3	43.42
154	120	32	27.09
156	2835	3	15.52
1777	106	5	5.92
1601	123	3	7.27
17851	14	3	9.17
12	5293	6	15.37
103	4425	7	18.78
2973	14	17	36.19
101	7276	5	15.32
104	2194	5	6.82
1749	111	5	7.83
632	303	4	20.67
2802	102	15	47.16
12	3529	5	6.78
220	260	3	4.38
4757	112	3	8.2
131	599	11	37.09
158	1475	24	195.28
546	120	7	12.32
1503	170	5	25.67
1709	226	14	124.05
786	103	13	7.59
1294	1068	4	38.62
7135	103	3	6.46
156	5179	3	19.77
109	3537	3	5.42
2811	110	4	8.2
113	2977	4	9.24
5755	141	3	19.26
16	214	10	10.07
138	1447	3	9.53
106	1657	7	11.18
110	118	945	2347.6
379	364	6	30.67
11344	103	3	10.04
952	12	23	35.4
210	776	3	11.19
1126	502	7	61.91
8738	110	4	19.02
117	2972	4	12.48
101	9845	3	8.52
435	265	6	27.69
6126	109	3	8.98
13036	2688	3	50.18
7178	12	3	5.81
528	539	6	42.55
173	4352	3	19.61
751	12	16	9.64
117	2183	7	24.94
509	9	4	9.55
888	150	4	12.9
379	706	9	67.63
110	2804	3	4.69
2784	101	25	105.19
3807	14	8	10.13
11180	15000	6	142.77
197	157	26	75.55
111	824	7	6
1588	298	5	37.97
16143	14	4	13.64
6645	12	4	9.12
111	3630	8	31.42
113	1886	4	5.83
26133	105	3	20.06
108	273	51	80.8
9863	112	7	47.07
101	9210	3	8.03
175	323	4	6.46
649	123	6	11.43
144	3033	9	65.49
1253	103	8	4.56
847	333	21	199.01
115	1986	4	8.79
119	1054	10	30.05
144	392	4	5.34
3368	526	5	53.57
107	24339	3	20.71
3534	102	14	49.65
2922	1089	5	59.91
103	9803	6	27.47
8812	101	4	12.5
402	556	15	124.21
566	1976	4	36.87
263	1401	3	17.42
231	190	4	4.51
277	14208	3	35.2
14363	357	4	52.62
110	1851	4	5.19
610	732	8	68.45
109	667	9	6.49
1050	123	3	4.91
3062	16	3	14.02
109	6242	3	9.25
12421	171	3	27.98
2119	105	4	3.94
7372	5259	3	50.7
106	9299	3	11.37
1329	9	46	440.37
247	116	16	8.62
34373	2607	3	61.43
663	113	26	71.57
153	1060	6	26.44
179	1080	3	10.85
4910	14	8	14.55
3096	10360	4	69.09
12	8231	3	6.84
16121	129	3	25.32
581	289	6	33.92
189	996	3	11.68
129	1065	4	10.23
12788	103	9	65.68
164	2319	10	74.11
105	422	55	129.95
134	1496	3	9.14
8622	102	3	7.82
1889	5072	9	144.31
1303	140	3	8.89
102	2663	6	7.76
9466	110	5	27.28
16926	4803	3	57.54
153	260	66	379.75
151	1493	4	17.3
124	419	6	7.02
364	2	5	4.94
125	885	3	4.66
1137	105	12	19.67
2156	14	12	10.76
6239	11296	4	77.31
1716	1813	3	32.61
2168	1430	3	32.57
9711	16	11	126.52
2713	7061	6	100.92
389	2456	4	34.85
2109	252	4	28.59
105	7909	3	9.52
3646	101	6	10.86
194	793	5	22.52
102	1701	29	98.51
24803	196	3	37.22
246	3036	3	21.77
214	796	3	11.69
568	111	18	29.99
4435	101	7	17.98
1218	186	3	12.68
200	184	17	49.59
169	2019	3	14.14
5435	980	3	36.67
101	10359	7	36
12999	105	5	28.64
12	8377	8	36.05
373	227	4	11.5
885	170	3	9.15
117	1432	4	6.85
209	1360	3	14.67
780	114	5	4.56
101	14618	4	19.29
142	190	9	7.19
176	178	32	101.78
116	2053	4	9.19
115	1401	21	98.67
470	1857	4	34.57
2145	110	6	13.41
106	756	21	42.44
110	1280	6	7.75
1508	9107	8	137.31
110	3508	5	14.41
2651	107	13	48.75
1633	113	18	71.84
112	2268	7	19.51
14030	2	4	36
137	4209	5	32.55
4117	14	10	18.19
146	252	5	3.96
5864	141	3	19.53
172	240	26	101.74
114	691	16	40.92
210	340	11	47.34
3117	104	8	23.28
107	21501	4	28.6
9479	14	5	12.18
8456	101	5	17.32
172	6935	3	22.91
3153	107	3	4.1
209	3090	8	69.64
1673	103	9	10.82
148	282	10	22.35
654	105	10	5.21
5895	2007	3	41.9
117	1034	10	26.94
349	170	9	27.03
1397	2	3	8.13
107	7447	6	28.62
106	7571	3	9.69
106	5340	6	22.74
106	1899	6	9.5
227	491	8	39.61
109	3231	7	22.46
107	6589	10	56.51
11439	101	4	15.56
12500	109	4	22.43
1876	104	5	5.53
1279	7023	7	108.45
106	779	11	11.57
9718	111	3	13.38
5758	12	5	11.8
33477	101	3	21.51
2856	113	7	23.08
115	1374	20	91.18
172	1692	3	13.19
1162	3355	5	62.12
3906	12	7	15.21
428	25865	3	44.79
115	1735	30	180.71
32673	109	3	26
103	11644	3	10.04
12556	14	3	6.39
200	205	5	5.67
296	381	3	10.03
3356	265	4	33.35
832	14	37	39.64
138	3012	4	21.1
227	1954	6	44.42
112	7934	4	18.41
111	7282	4	16.82
7185	14	4	5.43
1936	19081	4	74.35
135	726	12	50.3
138	1186	4	13.11
111	223	404	2092.91
3237	17149	4	76.4
155	12471	3	27.03
108	3648	6	18.56
525	13663	7	112.94
1397	110	38	193.53
8	5819	3	21.35
508	1014	5	39.88
330	14	62	18.42
237	1253	4	22.87
2379	103	9	16.35
3398	105	3	4
4707	290	4	38.18
116	621	13	26.85
58	1937	11	47.68
117	1006	56	349.44
172	1047	10	57.37
111	17816	3	18.42
1005	1319	7	75.25
1389	104	10	16.96
1349	582	5	44.56
117	2434	7	26.6
114	3084	26	186.59
115	1100	41	228.48
718	117	5	4.47
171	398	3	4.26
3259	1223	11	156.94
473	6340	6	75.1
112	2299	5	10.97
11805	459	3	37.64
107	10029	3	11.96
13028	101	3	10.39
4674	12	6	13.68
22788	120	3	28.51
126	3540	3	12.85
124	444	18	57.14
5695	103	6	17.74
1376	109	10	21.18
102	1097	45	147.72
105	441	30	42.06
14228	112	3	16.63
2330	105	5	7.52
121	20541	3	26.51
31118	14	3	17.13
102	231	44	6.72
188	396	8	29.55
